#x y
0 1
0.130526 0.980785
0.258819 0.92388
0.382683 0.83147
0.5 0.707107
0.608761 0.55557
0.707107 0.382683
0.793353 0.19509
0.866025 -1.03412e-13
0.92388 -0.19509
0.965926 -0.382683
0.991445 -0.55557
1 -0.707107
0.991445 -0.83147
0.965926 -0.92388
0.92388 -0.980785
0.866025 -1
0.793353 -0.980785
0.707107 -0.92388
0.608761 -0.83147
0.5 -0.707107
0.382683 -0.55557
0.258819 -0.382683
0.130526 -0.19509
-2.08599e-13 3.12455e-13
-0.130526 0.19509
-0.258819 0.382683
-0.382683 0.55557
-0.5 0.707107
-0.608761 0.83147
-0.707107 0.92388
-0.793353 0.980785
-0.866025 1
-0.92388 0.980785
-0.965926 0.92388
-0.991445 0.83147
-1 0.707107
-0.991445 0.55557
-0.965926 0.382683
-0.92388 0.19509
-0.866025 -5.21943e-13
-0.793353 -0.19509
-0.707107 -0.382683
-0.608761 -0.55557
-0.5 -0.707107
-0.382683 -0.83147
-0.258819 -0.92388
-0.130526 -0.980785
4.18087e-13 -1
0.130526 -0.980785
0.258819 -0.92388
0.382683 -0.83147
0.5 -0.707107
0.608761 -0.55557
0.707107 -0.382683
0.793353 -0.19509
0.866025 7.3143e-13
0.92388 0.19509
0.965926 0.382683
0.991445 0.55557
1 0.707107
0.991445 0.83147
0.965926 0.92388
0.92388 0.980785
0.866025 1
0.793353 0.980785
0.707107 0.92388
0.608761 0.83147
0.5 0.707107
0.382683 0.55557
0.258819 0.382683
0.130526 0.19509
-6.17805e-13 -9.26707e-13
-0.130526 -0.19509
-0.258819 -0.382683
-0.382683 -0.55557
-0.5 -0.707107
-0.608761 -0.83147
-0.707107 -0.92388
-0.793353 -0.980785
-0.866025 -1
-0.92388 -0.980785
-0.965926 -0.92388
-0.991445 -0.83147
-1 -0.707107
-0.991445 -0.55557
-0.965926 -0.382683
-0.92388 -0.19509
-0.866025 1.1131e-12
-0.793353 0.19509
-0.707107 0.382683
-0.608761 0.55557
-0.5 0.707107
-0.382683 0.83147
-0.258819 0.92388
-0.130526 0.980785
8.05976e-13 1
