#x y
0.51505 -1.92219
0.639665 -1.88439
0.76154 -1.83852
0.880154 -1.78478
0.995 -1.72339
1.10558 -1.65462
1.21144 -1.57877
1.3121 -1.49616
1.40714 -1.40714
1.49616 -1.3121
1.57877 -1.21144
1.65462 -1.10558
1.72339 -0.995
1.78478 -0.880154
1.83852 -0.76154
1.88439 -0.639665
1.92219 -0.51505
1.95176 -0.38823
1.97298 -0.259747
1.98574 -0.130152
1.99 8.68523e-13
1.99 6.65764e-14
1.98574 0.130152
1.97298 0.259747
1.95176 0.38823
1.92219 0.51505
1.88439 0.639665
1.83852 0.76154
1.78478 0.880154
1.72339 0.995
1.65462 1.10558
1.57877 1.21144
1.49616 1.3121
1.40714 1.40714
1.3121 1.49616
1.21144 1.57877
1.10558 1.65462
0.995 1.72339
0.880154 1.78478
0.76154 1.83852
0.639665 1.88439
0.51505 1.92219
0.38823 1.95176
