#x y
0.5 0.866025
0.5149 0.857365
0.5298 0.848705
0.5447 0.840045
0.5596 0.831384
0.5745 0.822724
0.5894 0.814064
0.6043 0.805404
0.6192 0.796743
0.6341 0.788083
0.649 0.779423
0.6639 0.770763
0.6788 0.762102
0.6937 0.753442
0.7086 0.744782
0.7235 0.736122
0.7384 0.727461
0.7533 0.718801
0.7682 0.710141
0.7831 0.701481
0.798 0.69282
0.8129 0.68416
0.8278 0.6755
0.8427 0.66684
0.8576 0.658179
0.8725 0.649519
0.8874 0.640859
0.9023 0.632199
0.9172 0.623538
0.9321 0.614878
0.947 0.606218
0.9619 0.597558
0.9768 0.588897
0.9917 0.580237
1.0066 0.571577
1.0215 0.562917
1.0364 0.554256
1.0513 0.545596
1.0662 0.536936
1.0811 0.528275
1.096 0.519615
1.1109 0.510955
1.1258 0.502295
1.1407 0.493634
1.1556 0.484974
1.1705 0.476314
1.1854 0.467654
1.2003 0.458993
1.2152 0.450333
1.2301 0.441673
1.245 0.433013
1.2599 0.424352
1.2748 0.415692
1.2897 0.407032
1.3046 0.398372
1.3195 0.389711
1.3344 0.381051
1.3493 0.372391
1.3642 0.363731
1.3791 0.35507
1.394 0.34641
1.4089 0.33775
1.4238 0.32909
1.4387 0.320429
1.4536 0.311769
1.4685 0.303109
1.4834 0.294449
1.4983 0.285788
1.5132 0.277128
1.5281 0.268468
1.543 0.259808
1.5579 0.251147
1.5728 0.242487
1.5877 0.233827
1.6026 0.225167
1.6175 0.216506
1.6324 0.207846
1.6473 0.199186
1.6622 0.190526
1.6771 0.181865
1.692 0.173205
1.7069 0.164545
1.7218 0.155885
1.7367 0.147224
1.7516 0.138564
1.7665 0.129904
1.7814 0.121244
1.7963 0.112583
1.8112 0.103923
1.8261 0.0952628
1.841 0.0866025
1.8559 0.0779423
1.8708 0.069282
1.8857 0.0606218
1.9006 0.0519615
1.9155 0.0433013
1.9304 0.034641
1.9453 0.0259808
1.9602 0.0173205
1.9751 0.00866025
